\HA01KHI KMB 0420210205521     0000                                          0000
L1KMB-COM-14AB        AKA  KMB  2021-04-222021-06-01MOL SUCCESS                   SKMB-104021
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABOE92170-1493          00000200000000000180000BRLFOB              0000000013300
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABOG92171-0179          00000800000000002210000BRLFOB              0000000111400
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABOH92171-0290          00000200000000000210000BRLFOB              0000000008400
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABOI92171-0316          00000400000000000480000BRLFOB              0000000020000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABOJ92171-0620          00000200000000001450000BRLFOB              0000000050000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABON92171-0864          00000200000000000410000BRLFOB              0000000020000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABOO92171-1722          00000200000000001520000BRLFOB              0000000022500
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABOP92171-1819          00001200000000000820000BRLFOB              0000000016400
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABOS92172-0262          00000800000000000070000BRLFOB              0000000024000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABOW92172-0976          00001600000000000170000BRLFOB              0000000031500
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABOX92173-0088          00000200000000000870000BRLFOB              0000000026000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABOY92173-0170          00000200000000001030000BRLFOB              0000000033000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABOZ92173-0736          00000800000000000470000BRLFOB              0000000022400
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABPA92173-0799          00000400000000003410000BRLFOB              0000000038400
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABPC92173-0861          00000600000000000540000BRLFOB              0000000036400
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABPD92173-0868          00001200000000000550000BRLFOB              0000000018600
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABPH92173-1055          00000200000000001260000BRLFOB              0000000022700
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABPI92173-1133          00000400000000000700000BRLFOB              0000000006000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABPM92173-1229          00000800000000001060000BRLFOB              0000000015000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABPN92173-1242          00000200000000000350000BRLFOB              0000000015000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABPP92173-1321          00000200000000000510000BRLFOB              0000000070000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABPQ92173-1360          00000600000000000950000BRLFOB              0000000127200
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABPR92173-1388          00000200000000005420000BRLFOB              0000000258000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABPS92173-1432          00000200000000000990000BRLFOB              0000000154000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABPT92173-1526          00001200000000001110000BRLFOB              0000000019000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABPY92173-1917          00000200000000001380000BRLFOB              0000000040000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABPZ92173-1971          00000200000000001110000BRLFOB              0000000031500
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABQB92173-2419          00000400000000001620000BRLFOB              0000000076000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABQC92190-1253          00000200000000000930000BRLFOB              0000000149000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABQD92190-1406          00000200000000000120000BRLFOB              0000000006400
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABQE92192-0843          00000400000000000540000BRLFOB              0000000095000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABQG92192-1024          00000200000000003220000BRLFOB              0000000520000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABQI92192-1915          00000200000000006630000BRLFOB              0000000130000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABQJ92192-1916          00000200000000018070000BRLFOB              0000000670000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABQK92192-1917          00000200000000009360000BRLFOB              0000000160000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABQL92192-1985          00000200000000017570000BRLFOB              0000000550000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABQN92200-0043          00000400000000000360000BRLFOB              0000000055200
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABQO92200-0081          00000200000000001070000BRLFOB              0000000137500
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABQP92200-0115          00002000000000000720000BRLFOB              0000000035000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABQQ92200-0265          00000200000000000370000BRLFOB              0000000048900
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABQS92200-0328          00000400000000000370000BRLFOB              0000000028200
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABQT92200-0369          00000200000000002780000BRLFOB              0000000540000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABQX92200-0810          00000200000000000820000BRLFOB              0000000072600
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABQY92200-0812          00000200000000000720000BRLFOB              0000000032700
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABRA92200-1009          00000200000000000300000BRLFOB              0000000012000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABRB92200-1087          00000200000000000370000BRLFOB              0000000040000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABRC92200-1377          00000200000000000340000BRLFOB              0000000058000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABRD92200-1388          00000800000000000160000BRLFOB              0000000001400
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABRH92200-1720          00000200000000001220000BRLFOB              0000000086700
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABRI92200-1729          00001200000000000410000BRLFOB              0000000057000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABRK92200-1820          00003200000000000100000BRLFOB              0000000000600
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABRL92200-2229          00000200000000000720000BRLFOB              0000000070000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABRM92200-2268          00000400000000001120000BRLFOB              0000000080000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABRN92210-0001          00000400000000001350000BRLFOB              0000000027000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABRQ92210-0076          00001600000000000230000BRLFOB              0000000065800
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABRT92210-0159          00000800000000001620000BRLFOB              0000000064000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABRU92210-0188          00000200000000000150000BRLFOB              0000000031400
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABRY92210-0571          00000400000000000730000BRLFOB              0000000022200
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABSE92210-1132          00000400000000000400000BRLFOB              0000000074800
L4KMB-15W-005         KMB-15W-005    KMB-15W-005044 KMB-15W-005ABSJ39062-0909          00000200000000001750000BRLFOB              0000000275200
L3KMB-15W-005         KMB-15W-005    KMB-15W-005045 BMOU9311643         000000198001110011100095
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AACB11065-0328          00000400000000004640000BRLFOB              0000000393800
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AAFY14026-0093          00000100000000018780000BRLFOB              0000003614500
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AAFZ14026-0093          00000100000000018780000BRLFOB              0000003614500
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AAGH14089-0002          00000200000000017660000BRLFOB              0000000412000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AAGN14093-0144          00000100000000009410000BRLFOB              0000001697500
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AAGO14093-0144          00000100000000009410000BRLFOB              0000001697500
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AAHB16082-0803          00000200000000426000000BRLFOB              0000006442000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AAHD16085-0609          00000200000000032590000BRLFOB              0000004350000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AAHK16142-0747          00000200000000012970000BRLFOB              0000001984000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AAIM21171-0033          00000400000000028810000BRLFOB              0000001061500
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AAIN21171-0033          00000400000000028810000BRLFOB              0000001061500
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AAIP21175-1488          00000200000000499300000BRLFOB              0000002972000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AAIY21176-0884          00000200000000142730000BRLFOB              0000001212000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AALR23062-5015          00000050000000167240000BRLFOB              0000016340000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AALT23062-5015          00000050000000167240000BRLFOB              0000016340000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AALU23062-5015          00000050000000167240000BRLFOB              0000016340000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AAMJ27002-1086          00000600000000012760000BRLFOB              0000000352900
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AAMK27003-0142          00000200000000017030000BRLFOB              0000001649100
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AAMS28012-0045  1A      00000400000000002970000BRLFOB              0000000219000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AAOK34028-0352          00000200000000006010000BRLFOB              0000000837600
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AAOM34028-1430          00000800000000003080000BRLFOB              0000000534500
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AARN39156-2439          00000200000000002150000BRLFOB              0000000006800
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AARO39156-2440          00000200000000002150000BRLFOB              0000000070600
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AAUC43041-0485    DJ    00000100000000158760000BRLFOB              0000010426000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AAUD43041-0485    DJ    00000100000000158760000BRLFOB              0000010426000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AAUE43041-0486    DJ    00000100000000158760000BRLFOB              0000010441000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AAUF43041-0486    DJ    00000100000000158760000BRLFOB              0000010441000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AAXY49034-0577          00000040000000078200000BRLFOB              0000013257000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AAXZ49034-0577          00000040000000078200000BRLFOB              0000013257000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AAYA49034-0577          00000040000000078200000BRLFOB              0000013257000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AAYB49034-0577          00000040000000078200000BRLFOB              0000013257000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005AAYC49034-0577          00000040000000078200000BRLFOB              0000013257000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005ABDA92005-0842          00000200000000007630000BRLFOB              0000000572500
L4KMB-15W-005         KMB-15W-005    KMB-15W-005045 KMB-15W-005ABMS92154-3818          00000200000000014030000BRLFOB              0000000962200
L3KMB-15W-005         KMB-15W-005    KMB-15W-005046 BMOU9311643         000000129001110011100110
L4KMB-15W-005         KMB-15W-005    KMB-15W-005046 KMB-15W-005AAFK13342-0683          00000020000000341980000BRLFOB              0000035220000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005046 KMB-15W-005AAFL13342-0683          00000020000000341980000BRLFOB              0000035220000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005046 KMB-15W-005AAGA14031-0596  1A      00000100000000036840000BRLFOB              0000005762000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005046 KMB-15W-005AAGB14031-0596  1A      00000100000000036840000BRLFOB              0000005762000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005046 KMB-15W-005AAGK14092-0819  2A      00000200000000015850000BRLFOB              0000002573000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005046 KMB-15W-005AAHV18110-0208          00000050000000038370000BRLFOB              0000005469000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005046 KMB-15W-005AAHW18110-0208          00000050000000038370000BRLFOB              0000005469000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005046 KMB-15W-005AAHX18110-0208          00000050000000038370000BRLFOB              0000005469000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005046 KMB-15W-005AAHY18110-0208          00000050000000038370000BRLFOB              0000005469000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005046 KMB-15W-005AAJP23016-0624          00000020000000373100000BRLFOB              0000006714000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005046 KMB-15W-005AAJQ23016-0624          00000020000000373100000BRLFOB              0000006714000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005046 KMB-15W-005AAJR23016-0624          00000020000000373100000BRLFOB              0000006714000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005046 KMB-15W-005AAJS23016-0624          00000020000000373100000BRLFOB              0000006714000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005046 KMB-15W-005AAJT23016-0624          00000020000000373100000BRLFOB              0000006714000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005046 KMB-15W-005AAJU23016-0624          00000020000000373100000BRLFOB              0000006714000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005046 KMB-15W-005AAJV23016-0624          00000020000000373100000BRLFOB              0000006714000
L4KMB-15W-005         KMB-15W-005    KMB-15W-005046 KMB-15W-005AAJW23016-0624          00000020000000373100000BRLFOB              0000006714000
